0.0774896,0.0681581
0.0270632,0.0761017
0.0494416,0.11238
0.025715,-0.224176
-0.325776,-0.0361777
-0.0978774,-0.0310695
-0.106969,-0.205789
-0.27934,-0.269412
0.181633,0.223589
0.181607,0.300048
0.103813,0.100729
0.00916281,0.210045
-0.080809,-0.00719861
0.0483256,-0.112127
-0.254565,0.249735
0.0932636,0.0563695
-0.331194,0.313959
-0.135135,-0.33879
0.221199,0.348861
0.0785654,-0.159898
0.00150417,-0.76958
-0.0665406,0.20877
0.202332,0.579713
-0.0656474,0.187643
0.335974,-0.0412292
0.104479,-0.0554513
-0.0449888,0.408275
0.0680804,-0.476232
0.379311,0.283665
0.0273515,0.0396125
-0.367109,-0.742034
-0.0511423,-0.0496749
-0.0110204,-0.131733
0.00535207,-0.11988
