3.96258,0.861981
3.8938,0.606798
3.90969,0.340822
3.90555,0.073771
3.57116,0.59814
3.83489,0.679984
3.7927,0.228348
3.60275,-0.0881852
4.17223,1.57491
4.15266,1.059
4.04397,0.161121
4.07357,1.71564
3.95594,0.917924
4.06304,0.475377
3.73023,0.521008
3.98859,1.15754
3.53711,1.06833
3.72274,0.0567095
4.18143,1.55497
4.03193,0.667689
3.90574,-0.814944
3.95719,1.65828
4.20222,1.45382
3.9176,0.625813
4.31045,-1.9333e-05
3.99732,2.14108
3.81172,1.99214
3.97788,1.18703
4.24524,1.30442
3.81214,-0.0284324
3.65697,1.28516
4.02157,1.84583
4.1309,2.09817
4.13845,1.8453
